0.1897948	-0.3149558	-0.2196273	-0.05198955	-0.06659239	-0.0002614176	0.002264993	0.004020543	0.004311501	0.006993761	0.005716926	-0.001498005	-0.003837364	0.0005378405	-0.002492998	0.002389841	0.0002199866	-0.00188683	-0.002299907	0.004311501	-0.002845015	-0.004081602	0.005232878	-0.001337099	0.001344366	-0.004274693	0.005232878	
-0.1559172	0.2286322	-0.1478689	0.02271581	0.1095541	-0.0001451295	-0.003613041	0.001479474	0.00312944	-0.0004056479	0.00446973	0.001713269	-0.003802558	0.0007146495	-0.001687906	-0.003907049	-0.0002780244	-0.001207395	-0.001308639	0.00312944	-0.002563511	-0.0007051127	0.002440496	-0.001574428	0.002114651	-0.001084381	0.002440496	
0.1200574	-0.07490236	0.1600061	0.2082109	-0.1409973	0.005187438	0.00202177	-0.002073785	-0.005367956	-0.000326918	-0.00728701	-0.0007010471	0.008843836	0.00350167	0.004668099	0.00163538	0.002671679	0.004434813	0.003215616	-0.005367956	0.005705586	-0.0001828996	-0.002540356	-0.001815902	-0.004175738	0.001269583	-0.002540356	
-0.5102698	0.2296433	-0.1747297	0.001048307	0.001504726	-0.0001139623	-0.003782619	0.004025442	0.006329149	0.002997313	0.008830525	0.001587929	-0.006874784	0.001418907	-0.003423627	-0.004144365	-0.0001602182	-0.00245512	-0.002859265	0.006329149	-0.004777553	-0.003075661	0.005962456	-0.002951777	0.003451157	-0.003640024	0.005962456	
0.4506304	-0.5160893	0.5905048	0.1989563	0.03860904	0.004641669	0.0007075719	-0.009515704	-0.01391624	-0.01158553	-0.01884184	0.0005739781	0.01640482	0.001293872	0.009182854	0.0004298407	0.001962206	0.007605058	0.007412854	-0.01391624	0.01128702	0.007219331	-0.0126713	0.002053926	-0.007221967	0.008989332	-0.0126713	
-0.1291617	-0.4536683	-0.01381536	-0.1482744	-0.1767454	-0.001843239	0.003371114	0.003449022	0.003866798	0.006584014	0.005004735	-0.002061519	-0.004201843	-0.00105658	-0.002812966	0.003771761	-0.0005194869	-0.002461689	-0.002377584	0.003866798	-0.002979802	-0.003198081	0.004151576	0.0002699209	0.001388877	-0.003633463	0.004151576	
-0.1416596	-0.08560579	-0.6574504	0.1156295	-0.07044984	0.003537624	-0.002314572	0.0111452	0.0131646	0.01462216	0.01812716	0.0003548231	-0.01078574	0.006092983	-0.005943006	-0.003116844	0.002110874	-0.003535808	-0.005794844	0.0131646	-0.008082223	-0.01126502	0.0159596	-0.008648343	0.004842738	-0.01141318	0.0159596	
-0.05430918	-0.1991938	-0.1268349	-0.3090895	0.1647889	-0.007117924	-0.001523541	0.002183961	0.006117609	0.0003715383	0.00822639	0.0003798819	-0.01069337	-0.005132306	-0.00574812	-0.0008829266	-0.003601748	-0.005624957	-0.003885664	0.006117609	-0.006845297	0.0006525093	0.002430286	0.003146687	0.004945252	-0.001209947	0.002430286	
-0.2562903	0.2183323	0.1278274	-0.528075	0.3814694	-0.01370783	-0.004075747	-0.003262385	0.002919754	-0.01033996	0.003865235	0.001937312	-0.01235034	-0.01166873	-0.00620062	-0.002781002	-0.007359071	-0.007294241	-0.003067895	0.002919754	-0.007178516	0.008466627	-0.005449628	0.009629626	0.006149724	0.005333903	-0.005449628	
-0.102494	0.2146688	-0.07838368	0.08560291	-0.001152733	0.00164564	-0.001333545	0.000818486	0.0008026626	0.000612867	0.001214242	0.0006606992	1.782071E-05	0.001739455	0.0001506315	-0.001639163	0.0007656642	0.0004683961	-7.33183E-05	0.0008026626	-0.0001123141	-0.001097255	0.001454015	-0.00183327	0.0001328107	-0.0008733051	0.001454015	
