0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0.05028982	0.01005797	0	0	0	0	0	0	0	0	0.04023188	0	0	0	0	0	0	0	0	
0	0	0	0.2917938	0.01993659	0	0	0	0	0	0	0	0	0.2012859	0	0	0	0	0	0	0	0	
0	0	0	0.9997333	0.02973649	0	0	0	0	0	0	0	0	0.9997333	0	0	0	0	0	0	0	0	
0	0	0	0.9997333	0.03922509	0	0	0	0	0	0	0	0	0.9997333	0	0	3.330541E-05	0	0	0	0	0	
0	0	0	0.9997333	0.04987214	0	0	0	0	0	0	0	0	0.9997333	0	0	0.000474315	0	0	0	0	0	
0	0	0	0.9997333	0.1401116	0	0	0	0	0	0	0	0	0.9997333	0	0	0.001404952	0	0	0	0	0	
0	0.02038888	0	0.9997333	0.709685	0	0	0	0	0	0	0.002660985	0	0.9997333	0	0	0.00272984	0	0.03273003	0	0	0	
0	0.222897	0	0.9997333	0.9997333	0	0	0	0	0	0	0.009015379	0	0.9997333	0	0	0.004273035	0	0.3451162	0	0	0	
0	0.9997333	0	0.9997333	0.9997333	0	0	0	0	0	0	0.01624664	0	0.9997333	0	0	0.005803932	0	0.9997333	0	0	0	
0	0.9997333	0.001998134	0.9997333	0.9997333	0.001998134	0	0	0	0	0	0.03121899	0	0.9997333	0	0	0.007322633	0	0.9997333	0.001998134	0	0	
0	0.9997333	0.01194098	0.9997333	0.9997333	0.01194098	0	0	0	0	0	0.06559374	0	0.9997333	0	0	0.008829233	0	0.9997333	0.01194098	0	0	
0	0.9997333	0.02180458	0.9997333	0.9997333	0.02180458	0	0	0	0	0	0.1694211	0	0.9997333	0	0	0.01031511	0	0.9997333	0.02180458	0	0	
0	0.9997333	0.03158958	0.9997333	0.9997333	0.03158958	0	0	0	0	0	0.715372	0	0.9997333	0	0	0.01177415	0	0.9997333	0.03158958	0	0	
0	0.9997333	0.04129659	0.9997333	0.9997333	0.04129659	0	0	0	0	0	0.9997333	0	0.9997333	0	0	0.01322157	0	0.9997333	0.04129659	0	0	
